XYDATA,PA,PLC,PC,PE,PET,PP,PS,PVC,Type A  BoxCD02 (PE),Type B  BoxAB10 (PE),Type C  BoxBC07 (PE),Type D BoxBA09 (PE),Type Z Box A B01 (un),Type B Box A B08 (PP),Type B Box A D04 (PP),Type A Box A D08 (PP),Type C Box B G06 (PS),"(1,1)"
3277.4197,1909.56,506.89,558.147,498.933,843.247,505.748,840.495,526.672,608.767,1001.66,517.77,524.192,747.98,2506.67,743.697,820.606,621.435,-0.477136544
3278.4197,1910.9,507.352,558.244,499.533,843.182,505.857,840.662,527.014,607.973,1002.09,516.749,524.107,748.087,2512.11,743.071,819.973,622.319,0.258949161
3279.4197,1912.41,508.278,558.094,499.997,842.304,505.859,840.026,527.422,607.509,1001.17,516.127,524.066,747.728,2516.34,742.919,818.874,622.348,0.63184075
3280.4197,1912.67,508.451,557.897,499.641,841.168,505.339,839.803,527.219,608.148,999.435,516.614,523.919,747.671,2513.85,744.041,820.075,622.17,1.37906345
3281.4197,1911.68,508.02,557.625,499.001,840.142,504.741,840.427,526.788,608.693,998.436,517.475,523.929,747.759,2507.91,744.588,821.372,622.193,0.905630509
3282.4197,1910.2,507.617,557.218,498.946,839.554,504.712,841.882,526.795,608.18,999.332,517.767,524.33,747.545,2503.67,742.909,820.237,621.961,2.092318384
3283.4197,1909.81,507.398,557.032,499.311,839.962,504.974,843.287,526.948,607.46,1000.19,517.405,524.74,747.132,2503.97,741.498,818.827,621.41,0.789678332
3284.4197,1911.79,507.324,557.469,499.57,841.709,504.976,843.581,526.71,607.358,998.973,516.642,524.704,746.809,2509.34,743.029,819.628,621.502,0.959298307
3285.4197,1912.87,507.359,558.064,499.629,843.018,504.96,842.922,526.613,607.58,997.016,516.187,524.223,746.597,2512.91,745.643,820.629,622.553,1.088100994
3286.4197,1909.01,507.497,558.116,499.58,841.776,505.39,841.991,527.425,607.773,996.125,516.663,523.49,746.422,2508.49,746.779,819.437,623.223,-0.563110826
3287.4197,1904.3,507.926,557.804,499.553,839.752,505.982,841.533,528.452,608.096,995.667,517.688,523.008,746.362,2503,746.65,817.909,622.724,-0.875004486
3288.4197,1905.05,508.775,557.623,499.641,839.842,506.212,842.149,528.586,608.59,994.788,518.615,523.21,746.538,2504.38,746.104,818.411,621.926,2.235233976
3289.4197,1908.38,509.156,557.618,499.57,841.094,506.145,843.258,528.269,608.593,994.965,518.947,523.777,746.913,2507.13,745.143,819.807,621.576,0.028372253
3290.4197,1908.41,508.056,557.643,499.009,841.211,506.032,843.854,528.425,607.746,997.468,518.436,524.181,747.299,2504.04,743.723,820.238,621.676,0.850361897
3291.4197,1906.22,506.766,557.591,498.38,840.319,505.605,843.64,528.57,607.118,999.208,517.831,523.984,746.939,2499.1,742.768,819.411,621.998,2.952310699
3292.4197,1905.47,507.197,557.405,498.352,839.513,504.541,842.727,527.803,607.51,996.996,517.875,523.017,745.12,2498.21,743.154,817.74,622.017,1.384808672
3293.4197,1906.19,508.331,557.296,498.949,839.102,503.79,841.967,526.755,607.87,993.661,517.794,522.315,743.328,2500.26,744.073,816.8,621.584,2.799603564
3294.4197,1906.81,508.179,557.493,499.87,839.03,504.57,842.338,526.564,607.351,992.913,516.736,522.87,743.575,2502.27,744.415,817.916,621.486,-0.271655907
3295.4197,1905.93,507.387,557.482,500.526,839.154,505.814,843.284,527.023,607.08,993.699,515.772,523.61,744.451,2502.8,744.16,819.386,622.116,0.299244948
3296.4197,1902.73,507.525,556.626,500.332,839.327,505.726,843.708,527.386,608.001,993.94,516.167,523.266,743.508,2501.31,743.659,819.181,622.684,1.757891485
3297.4197,1899.94,508.089,555.908,499.722,839.687,504.83,843.689,527.455,609.033,993.866,517.129,522.805,742.246,2499.47,743.428,818.346,622.606,1.839845203
3298.4197,1901.06,507.855,556.717,499.49,840.383,504.54,843.778,527.306,609.091,994.258,517.491,523.474,743.44,2498.83,743.84,818.4,622.156,-0.397673517
3299.4197,1902.96,507.377,557.83,499.598,840.625,504.897,843.97,527.138,608.53,994.999,517.441,524.398,745.782,2497,744.3,818.372,621.577,0.436316649
3300.4197,1900.52,507.8,557.216,499.66,839.493,505.331,843.988,527.182,607.905,995.696,517.486,524.369,746.427,2491.62,744.084,817.042,620.766,2.242076147
3301.4197,1897.09,508.469,555.934,499.59,838.417,505.472,843.429,527.43,607.419,996.003,517.563,523.901,745.339,2487.02,743.379,815.943,619.926,0.110061955
3302.4197,1898.82,508.113,556.143,499.446,839.42,505.117,842.031,527.734,607.128,995.66,517.478,523.85,743.726,2487.94,742.719,816.947,620.091,1.3460655
3303.4197,1902.5,507.248,557.3,499.325,840.59,504.626,841.077,527.676,606.86,994.78,517.323,523.997,742.259,2490.11,742.915,819.13,621.525,1.450855165
3304.4197,1901.63,507.065,557.763,499.331,838.877,504.544,842.217,526.868,606.51,993.752,517.232,523.91,741.345,2488.27,744.404,820.793,622.398,-0.851485538
3305.4197,1898.32,507.466,557.221,499.503,836.722,504.807,844.292,526.137,606.379,993.776,517.084,523.861,741.303,2486.86,745.235,820.849,621.668,2.06016174
3306.4197,1897.95,507.817,556.056,499.815,838.288,505.077,845.168,526.613,606.717,995.676,516.766,524.205,742.292,2491.11,743.457,818.772,620.874,1.08587574
3307.4197,1899.79,508.022,555.169,500.009,840.922,505.149,845.454,527.321,607.276,996.97,516.615,524.553,743.513,2494.31,741.119,815.907,621.134,-0.318692815
3308.4197,1900.58,508.194,555.514,499.804,839.686,504.941,846.758,526.629,607.76,995.042,516.962,524.457,743.866,2488.7,740.967,813.934,621.706,1.914182953
3309.4197,1900.13,508.096,556.553,499.599,836.966,504.828,848.397,525.56,608.073,992.113,517.361,524.413,743.444,2481.38,742.683,813.143,621.858,1.321715074
3310.4197,1899.58,507.427,557.133,499.972,837.785,505.278,848.845,526.05,608.134,991.327,517.311,524.987,742.847,2481.56,745.028,813.283,621.533,2.24799099
3311.4197,1898.74,506.66,556.778,500.384,840.669,505.746,848.493,527.364,607.783,992.533,517.341,525.548,742.255,2484.48,747.11,813.617,620.865,0.144310055
3312.4197,1897.02,506.537,555.488,499.94,841.633,505.395,848.436,527.735,607.058,994.453,518.033,525.298,741.708,2482.94,748.163,813.6,620.213,1.868161994
3313.4197,1895.45,507.036,554.456,499.076,841.079,504.836,848.194,527.249,606.76,995.504,518.512,524.562,741.725,2480.2,747.47,814.512,619.834,1.688313174
3314.4197,1895.55,507.752,555.141,498.749,841.178,505.15,846.834,526.807,607.465,994.515,517.801,523.944,742.851,2481.43,744.762,817.442,619.668,1.623388106
3315.4197,1896.54,508.143,556.683,499.064,841.751,505.811,845.638,526.846,608.414,992.956,516.798,523.635,744.078,2484.12,741.963,819.498,619.659,1.46063214
3316.4197,1896.63,507.748,557.362,499.722,841.64,505.703,846.54,527.503,608.839,992.645,516.693,523.643,743.922,2484.22,741.18,817.674,619.872,0.023365104
3317.4197,1894.65,507.295,557.192,500.348,840.622,504.975,848.495,528.274,608.942,992.878,517.098,523.747,742.842,2482.25,741.863,814.871,620.267,1.396742186
3318.4197,1890.16,507.824,556.922,500.58,838.99,504.317,849.301,528.452,608.919,992.423,517.276,523.725,742.063,2479.93,742.747,814.847,620.52,1.639387205
3319.4197,1886.67,508.541,556.727,500.393,837.595,504.01,848.559,528.101,608.243,991.451,517.253,523.74,741.732,2477.78,743.24,816.181,620.358,1.121891496
3320.4197,1888.52,508.09,556.518,499.935,837.353,504.118,846.84,527.603,606.659,990.503,517.222,523.956,741.515,2475.92,743.102,816.369,619.714,0.100299081
3321.4197,1892.86,507.248,556.251,499.537,837.713,504.438,845.764,527.058,605.327,989.734,517.027,523.961,741.21,2474.73,742.819,815.678,618.862,1.477361529
3322.4197,1894.31,507.51,555.904,499.531,837.696,504.692,847.03,526.458,605.317,989.247,516.549,523.394,740.744,2474.88,742.938,815.08,618.781,1.454635323
3323.4197,1893.12,508.377,555.472,499.682,838.146,504.935,849.379,525.991,606.41,989.45,516.414,523.049,740.523,2478.18,743.18,814.763,619.76,0.943805552
3324.4197,1891.87,508.599,555.017,499.584,840.292,505.318,850.553,525.889,607.952,990.564,517.213,523.704,741.024,2485.22,743.209,814.675,620.307,1.005124027
3325.4197,1891.51,508.043,555.06,499.487,842.151,505.612,850.812,526.074,608.755,991.428,518.264,524.312,741.645,2488.91,743.629,814.798,619.762,1.599550128
3326.4197,1892.01,507.123,556.108,499.801,840.963,505.47,851.384,526.349,608.012,990.854,518.653,523.744,741.439,2482.89,744.985,815.123,619.854,-0.366652098
3327.4197,1891.76,506.603,557.091,499.959,838.843,504.938,852.276,526.678,606.506,989.566,518.233,523.125,740.475,2475.68,746.16,815.652,621.338,-0.228962462
3328.4197,1889.04,507.214,556.573,499.197,839.321,504.287,852.967,527.061,605.26,988.659,517.238,523.721,739.292,2477.03,745.918,816.341,622.11,1.823917056
3329.4197,1886.52,508.379,555.483,498.443,840.664,504.111,852.981,527.216,605.038,988.259,516.625,524.261,738.582,2481.5,744.808,816.918,620.956,2.892682906
3330.4197,1887.87,509.089,555.484,499.068,839.501,504.944,852.013,526.829,606.036,988.231,517.196,523.342,738.985,2481.09,743.807,817.036,619.411,1.12276189
3331.4197,1890.72,509.254,556.205,500.378,836.979,505.922,850.782,526.214,606.831,988.542,518.042,522.441,740.33,2477.01,743.434,816.306,618.704,1.420451366
3332.4197,1890.72,509.139,556.526,500.992,835.856,505.827,850.319,525.873,606.304,989.208,518.01,523.186,741.979,2472.76,743.869,814.725,618.652,1.798715034
3333.4197,1887.97,508.732,556.226,500.823,836.646,505.103,850.782,525.81,605.211,990.326,517.106,524.118,742.518,2470.29,744.369,814.101,618.881,0.029514104
3334.4197,1884.53,507.973,555.553,500.298,838.726,504.731,851.919,525.862,604.534,991.76,515.822,523.557,740.706,2470.61,744.316,815.909,618.997,-0.101427506
3335.4197,1883.23,507.259,555.399,499.617,840.177,504.599,853.152,526.161,604.845,992.264,515.363,522.756,738.674,2472.62,744.837,817.852,618.843,0.741991534
3336.4197,1886.35,507.086,556.585,498.9,839.091,504.281,853.793,526.825,606.246,990.824,516.559,523.238,739.259,2474.39,746.776,817.52,618.756,1.42772534
3337.4197,1890.32,507.373,557.771,498.363,837.074,504.242,853.276,527.071,607.691,988.782,517.743,524.175,740.875,2472.89,747.641,816.569,619.052,-0.121893328
3338.4197,1890.26,507.8,557.169,498.239,836.711,505.069,851.445,526.089,608.261,987.784,517.275,524.405,740.705,2466.77,745.305,816.97,619.889,0.592913542
3339.4197,1887.9,508.009,555.674,498.644,837.8,505.853,850.408,525.185,607.99,988.054,516.502,524.067,739.41,2462.93,743.007,817.378,620.969,1.328995836
3340.4197,1886.87,507.729,555.016,499.554,839.055,505.42,852.422,526.035,607.194,989.318,516.988,523.622,738.737,2467.27,744.077,816.309,621.144,1.204597809
3341.4197,1886.55,507.29,555.586,500.377,839.246,504.563,855.17,527.452,606.5,990.812,517.937,523.438,738.733,2472.44,746.375,815.313,620.048,2.546115711
3342.4197,1885.1,507.141,557.1,500.463,837.583,504.562,855.297,527.54,606.324,991.647,518.237,523.664,738.853,2470.71,747.193,815.888,618.988,0.543813867
3343.4197,1883.29,507.035,558.272,500.106,835.789,505.072,853.697,526.676,606.383,990.919,517.933,523.684,738.932,2466.47,747.188,816.18,618.832,1.975386979
3344.4197,1882.7,506.625,557.804,499.873,835.962,505.321,852.603,525.971,606.413,988.327,517.384,523.056,738.951,2465.47,747.378,814.501,619.291,0.295277648
3345.4197,1884.12,506.464,556.454,499.865,836.993,505.518,852.818,525.896,606.531,985.906,517.061,522.756,738.939,2467.17,746.912,813.056,619.967,1.835172748
3346.4197,1887.55,507.166,555.543,500.004,836.99,506.05,854.324,526.545,606.74,985.412,517.214,523.569,738.916,2469.17,745.083,814.039,620.489,3.294403477
3347.4197,1889.81,507.86,555.356,500.174,836.209,506.282,855.384,527.219,606.626,985.424,517.174,524.252,738.776,2467.87,743.407,816.058,620.528,0.699569137
3348.4197,1887.77,507.5,555.717,500.28,835.547,505.545,854.295,527.142,606.043,984.504,516.41,523.634,738.417,2461.65,743.331,817.31,619.823,2.553492076
3349.4197,1884.28,506.946,555.899,500.418,835.309,504.929,852.804,526.663,605.672,983.879,515.67,522.52,737.974,2457.14,744.165,817.554,618.568,0.893024778
3350.4197,1883.29,507.332,555.319,500.701,835.529,505.626,853.26,526.445,605.916,984.687,515.753,521.934,737.66,2459.63,745,816.958,617.705,1.2643138
3351.4197,1883.73,507.868,555.135,500.984,835.859,506.212,855.04,526.815,606.218,985.653,516.63,522.092,737.668,2463.14,745.867,815.869,617.814,1.151725066
3352.4197,1883.56,507.473,556.465,501.064,835.883,505.026,856.612,527.816,606.148,985.57,517.866,522.834,738.097,2461.99,746.886,814.657,618.76,0.768047478
3353.4197,1884.02,506.777,557.341,500.839,835.479,503.492,856.754,528.608,605.879,985.245,518.288,523.317,738.601,2459.59,747.804,813.628,620.014,1.283407242
3354.4197,1886.44,506.701,555.709,500.333,834.733,503.485,854.968,528.38,605.676,985.567,517.245,522.987,738.813,2459.49,748.247,813.125,620.531,0.149995872
3355.4197,1887.33,506.93,553.791,500.001,834.31,504.335,853.793,527.828,605.826,986.319,516.284,522.692,738.928,2459.34,747.718,813.66,619.907,0.861236956
3356.4197,1883.42,506.945,554.265,500.193,834.749,504.858,855.712,527.797,606.383,987.064,516.694,523.203,739.141,2456.73,746.279,815.301,618.775,1.434401275
3357.4197,1878.96,506.992,555.887,500.145,835.188,505.057,858.666,527.705,606.905,987.374,517.569,524.16,738.844,2452.87,745.808,816.632,617.83,0.685760765
3358.4197,1879,507.341,556.703,499.194,834.762,505.207,859.947,526.919,607.044,987.001,517.865,524.897,737.647,2450.02,747.335,816.64,617.712,1.35648166
3359.4197,1881.93,507.384,556.693,498.56,834.432,505.251,859.883,526.434,606.77,986.215,517.411,524.492,737.173,2451.57,748.291,816.376,618.379,1.773103096
3360.4197,1884.38,506.621,556.299,499.439,835.171,505.124,859.482,527.193,606.222,985.269,516.504,522.77,738.693,2458.16,746.902,816.649,618.844,2.07134616
3361.4197,1883.21,506.062,555.63,500.682,835.812,505.124,859.065,527.998,605.799,984.079,516.31,521.819,739.567,2462.03,745.564,816.469,618.818,2.970679915
3362.4197,1877.26,506.664,554.816,500.964,835.22,505.482,858.796,527.615,605.807,982.849,517.392,522.971,737.376,2458.24,745.946,815.15,619.034,0.223478214
3363.4197,1872.99,507.505,554.438,500.812,834.689,505.75,858.942,526.998,606.319,982.724,518.221,524.379,734.863,2453.7,745.684,813.709,619.529,0.793633614
3364.4197,1875.87,507.55,554.865,500.961,835.465,505.498,859.661,527.151,607.008,984.056,517.753,524.508,734.992,2453.92,743.36,813.133,619.357,2.533099403
3365.4197,1879.79,507.179,555.184,501.125,836.189,505.053,860.585,527.11,606.885,984.706,517.141,524.057,736.473,2455.53,741.825,813.578,618.548,0.995373458
3366.4197,1878.58,506.983,554.665,500.941,835.487,504.777,861.219,526.041,605.825,983.527,517.238,523.755,737.348,2455.28,742.981,814.75,618.413,0.842527665
3367.4197,1876.07,507.072,554.388,500.68,834.269,504.483,861.098,525.381,605.294,982.854,517.269,523.515,737.02,2453.75,744.65,815.567,619.245,0.918322497
3368.4197,1876.63,507.456,555.194,500.584,833.572,504.037,860.117,526.376,605.886,984.188,516.822,523.215,735.706,2452.02,745.169,815.302,620.029,1.631102465
3369.4197,1878.32,508.179,555.602,500.279,833.021,503.955,859.431,527.748,606.515,985.796,516.935,522.96,735.362,2450.85,745.573,814.348,619.995,1.974777921
3370.4197,1878.86,509.041,554.574,499.497,832.257,504.571,860.039,528.147,606.485,986.005,518.013,522.848,737.061,2450.37,746.49,813.238,618.785,0.342655594
3371.4197,1879.18,508.998,554.253,498.774,832.023,505.146,861.504,527.839,605.969,984.354,518.546,522.9,737.665,2449.46,746.742,812.441,617.359,1.785834184
3372.4197,1880.16,507.61,556.108,498.626,832.844,505.092,862.996,527.281,605.431,981.517,517.823,523.086,735.053,2447.53,745.685,812.297,617.976,1.644461928
3373.4197,1880.15,506.906,557.373,498.99,833.819,505.015,863.396,526.47,605.647,980.244,517.393,523.294,733.104,2445.52,744.355,812.893,620.121,0.971808982
3374.4197,1878.1,508.145,555.964,499.57,834.036,505.371,862.22,525.506,606.544,981.616,517.985,523.408,734.726,2444.35,743.587,813.941,620.458,2.477082074
3375.4197,1876.18,508.823,554.344,499.723,833.38,505.469,861.052,525.063,606.846,982.791,518.067,523.335,736.349,2444.49,743.362,814.464,618.721,1.4020167
3376.4197,1876.16,507.197,554.69,499.201,832.231,504.912,861.174,525.599,606.336,982.092,517.022,523.123,735.217,2445.64,743.351,813.924,617.713,1.533778965
3377.4197,1876.98,505.657,555.989,499.047,831.94,504.731,861.913,526.651,606.319,981.026,516.521,523.089,734.275,2446.18,742.833,812.792,618.113,-0.61169606
3378.4197,1877.64,506.142,556.894,499.898,833.073,505.504,862.494,527.565,607.128,980.744,517.307,523.321,735.695,2445.71,741.961,811.774,618.528,0.952232051
3379.4197,1878.65,507.437,556.68,500.692,833.645,505.913,862.772,527.607,607.726,981.08,517.961,523.436,736.922,2446.39,742.56,811.784,618.545,-0.071626419
3380.4197,1879.99,508.179,555.308,500.639,832.68,505.121,862.92,526.691,607.424,981.522,517.638,523.332,736.023,2448.65,745.055,812.945,618.671,0.819357138
3381.4197,1879.66,507.935,554.209,500.339,832.8,504.287,863.641,526.38,606.093,981.212,516.881,523.474,734.62,2449.47,747.158,813.98,618.911,-0.280222409
3382.4197,1876.72,506.871,554.264,500.233,835.268,504.267,865.013,527.401,604.656,980.101,516.263,523.888,734.057,2446.53,747.351,814.055,618.85,1.452585587
3383.4197,1873.54,506.216,554.506,499.885,836.799,504.453,865.419,527.888,605.109,979.5,516.175,523.809,733.722,2439.28,745.82,813.292,618.659,0.575715547
3384.4197,1872.24,506.625,554.308,499.15,835.561,504.387,864.193,526.725,606.972,979.995,516.661,523.025,733.126,2431.19,743.498,812.249,618.919,1.039986925
3385.4197,1873.34,507.12,554.404,498.819,834.43,504.41,863.33,525.315,607.154,980.872,517.257,522.293,732.696,2431.45,742.199,812.007,619.324,0.011533048
3386.4197,1875.87,507.025,555.142,499.286,834.93,504.717,863.928,524.769,605.355,981.739,517.523,522.082,732.704,2440.07,742.664,812.984,618.971,2.786766469
3387.4197,1876.16,506.762,555.691,499.856,834.442,504.975,864.47,524.881,604.171,982.819,517.139,522.324,732.837,2443.22,743.963,814.557,618.135,0.734672274
3388.4197,1872.96,506.676,555.501,500.14,832.018,504.92,864.176,525.361,604.531,983.427,516.482,522.722,732.915,2437.36,745.074,815.532,617.866,1.691145573
3389.4197,1870.47,506.698,554.875,500.612,831.011,504.568,864.37,526.087,605.638,981.63,516.833,522.751,733.157,2434.21,745.06,814.108,618.259,0.475473295
3390.4197,1870.83,506.85,554.294,501.33,832.774,504.2,865.535,526.849,606.605,977.752,518.037,522.451,733.482,2436.84,744.018,811.044,618.77,0.465265555
3391.4197,1871.27,507.406,554.376,501.399,834.053,504.513,866.157,527.239,606.586,975.077,518.066,522.603,733.18,2435.96,743.325,810.34,618.946,-0.563377518
3392.4197,1870.39,508.165,555.15,500.548,833.108,505.461,865.756,527.037,605.911,975.121,516.749,523.366,732.164,2430.27,743.163,812.506,618.468,0.030918989
3393.4197,1870.09,508.062,555.613,499.757,831.677,505.637,866,526.382,605.82,977.017,516.25,524.097,731.54,2428.82,742.222,813.685,617.752,1.270635861
3394.4197,1871.21,507.005,555.335,499.665,830.972,504.613,867.29,525.751,606.309,979.281,517.042,524.26,731.982,2433.13,740.856,812.757,617.55,1.441001884
3395.4197,1872.36,506.594,554.973,500.158,830.787,503.75,867.641,526.089,606.421,979.974,517.562,523.536,733.257,2435.7,741.306,811.941,617.762,0.731813542
3396.4197,1872.12,507.402,554.853,500.768,830.755,503.86,866.385,527.323,606.037,979.11,517.311,522.566,734.765,2433.67,743.328,811.927,617.865,-0.817432308
3397.4197,1869.31,508.224,554.638,500.621,830.47,504.66,865.171,527.799,605.656,978.728,517.012,522.911,735.489,2429.64,744.052,811.641,617.78,1.687070279
3398.4197,1865.37,508.376,554.204,499.688,830.06,505.511,865.377,527.063,605.601,979.246,517.052,524.16,734.943,2425.87,743.174,811.115,617.656,1.934447673
3399.4197,1865.26,508.123,553.802,499.167,830.397,505.428,867.673,526.526,606.015,979.424,517.413,524.011,733.459,2424.02,742.954,811.477,617.658,0.381655804
3400.4197,1869.45,507.729,553.763,499.435,831.552,504.524,870.812,526.749,606.544,978.977,517.815,522.508,731.884,2423.96,743.567,812.298,617.905,0.783296662
3401.4197,1872.19,507.355,554.457,499.668,832.483,504.364,871.183,526.997,606.563,978.549,517.789,521.836,731.635,2424.08,743.261,811.785,618.169,1.84592191
3402.4197,1871.52,507.138,555.344,499.603,832.434,505.204,868.869,526.918,605.986,978.477,517.514,522.415,732.832,2424.71,742.151,810.303,618.133,0.936024052
3403.4197,1870.52,507.178,554.821,499.739,831.14,505.598,868.577,526.734,605.084,978.769,517.666,523.126,733.974,2427.75,741.927,810.007,617.954,0.782380988
3404.4197,1870.66,507.331,553.167,500.053,829.433,505.122,871.256,526.696,604.459,978.891,517.956,523.616,734.292,2431.7,742.694,811.175,617.952,1.81989489
3405.4197,1871.17,507.188,552.812,499.896,829.298,504.624,873.311,527.019,604.759,977.985,517.405,524.149,733.975,2432.58,743.274,812.548,618.256,2.348867199
3406.4197,1871.05,506.85,553.956,499.366,830.74,504.463,873.302,527.486,605.464,976.642,516.49,524.356,733.404,2430.56,742.959,813.131,618.79,0.701094865
3407.4197,1869.32,506.946,554.384,499.357,831.638,504.416,872.354,527.447,605.586,976.39,516.644,523.497,733.069,2428.63,741.501,812.289,618.752,0.843956093
3408.4197,1866.61,507.421,553.864,499.963,831.031,504.51,871.452,526.913,605.25,976.786,517.413,522.264,732.683,2426.23,739.782,811.092,617.488,0.898774747
3409.4197,1865.07,507.56,554.15,500.463,829.275,505.023,871.275,526.555,605.075,976.192,517.194,522.19,731.271,2420.85,739.32,811.518,616.446,0.645315331
3410.4197,1865.45,507.377,555.139,500.473,827.924,505.709,871.651,526.624,605.388,975.054,516.368,522.993,729.59,2416.1,740.106,812.528,617.14,0.788454513
3411.4197,1867.09,507.526,555.047,499.975,829.371,505.866,871.688,526.944,606.247,974.985,516.432,523.355,729.859,2418.58,741.174,811.53,618.176,-0.692245574
3412.4197,1868.66,507.751,553.959,499.363,832.294,505.456,871.341,526.962,606.773,975.643,517.125,523.409,731.5,2424.48,741.872,809.962,617.884,1.199601922
3413.4197,1868.49,507.101,553.515,499.324,832.483,505.005,871.261,525.924,606.055,975.733,517.275,523.995,731.721,2424.96,741.827,811.132,617.123,0.844428439
3414.4197,1866.67,506.11,554.028,499.779,830.302,504.804,871.333,524.571,605.259,975.93,517.024,524.49,730.941,2421.34,741.432,813.44,617.055,0.048800458
3415.4197,1864.75,506.362,554.754,500.08,829.49,504.924,870.895,524.673,605.868,977.617,517.117,523.701,731.885,2419.72,741.426,813.146,617.319,1.885254549
3416.4197,1864.42,507.585,555.306,500.119,829.951,505.123,870.263,525.835,606.896,979.043,517.322,522.373,733.622,2419.75,741.959,811.103,617.374,0.864320676
3417.4197,1867.13,508.255,555.581,500.177,829.044,504.971,870.421,526.23,606.857,977.469,517.044,522.027,732.868,2418.33,742.808,810.154,617.38,1.867905075
3418.4197,1870.09,508.185,555.491,500.358,827.717,504.52,871.734,525.842,605.92,974.561,516.647,522.7,730.461,2416.52,743.141,810.729,617.565,0.032677024
3419.4197,1868.41,508.034,554.995,500.616,828.941,504.124,874.011,525.772,604.795,973.519,516.816,523.719,729.695,2416.65,742.127,812.09,617.839,1.103315794
3420.4197,1864.53,507.778,554.453,500.616,831.238,503.982,875.592,525.952,604.312,974.172,517.409,524.263,730.41,2417.01,740.846,813.088,618.018,2.006315171
3421.4197,1864.65,507.058,554.413,499.933,830.859,504.152,874.304,525.679,604.975,975.029,517.967,523.688,730.495,2414.77,740.815,812.656,617.817,-0.344357291
3422.4197,1867.27,506.446,554.855,498.946,828.631,504.367,871.607,525.23,605.826,975.181,518.244,522.858,729.725,2410.97,741.297,811.236,617.261,2.028690227
3423.4197,1867.15,506.852,555.423,498.418,827.597,504.22,870.682,525.32,605.904,974.241,518.124,522.91,728.905,2408.05,741.018,809.805,617.271,-0.175658281
3424.4197,1864.58,507.618,555.622,498.529,827.6,503.703,871.925,525.702,605.61,973.496,517.778,523.301,728.461,2407.96,740.515,809.072,618.231,-0.247827821
3425.4197,1862.3,507.505,555.03,499.126,827.142,503.067,874.19,525.746,605.456,974.181,517.458,523.13,728.55,2411.43,740.683,809.466,618.831,0.244000213
3426.4197,1860.53,507.068,554.305,499.79,827.116,503.006,875.489,525.712,605.288,974.361,517.313,522.644,728.754,2413.66,741.056,810.457,618.386,1.578095408
3427.4197,1858.58,507.432,554.388,500.069,829.019,504.171,874.044,526.157,604.932,972.063,517.409,522.352,728.571,2410.33,740.902,811.293,618.174,0.841677491
3428.4197,1858.06,507.889,554.697,500.114,830.781,505.519,872.187,526.802,604.591,969.697,517.562,522.312,728.744,2407.13,740.257,811.563,618.804,1.752934043
3429.4197,1860.7,507.27,554.28,500.245,829.559,505.579,873.143,527.065,604.578,969.86,517.558,522.468,730.114,2409.69,739.336,811.103,618.985,0.212395188
3430.4197,1863.21,506.363,553.913,500.271,827.127,504.728,874.823,526.656,605.316,970.825,517.367,522.825,730.835,2411.78,738.217,810.356,617.994,1.655432109
3431.4197,1861.49,506.442,554.683,499.905,826.497,503.963,874.051,525.573,606.677,970.657,517.045,523.353,728.847,2407.18,737.054,809.849,616.583,1.079944567
3432.4197,1858.01,507.245,555.707,499.46,827.68,503.792,872.981,524.764,607.122,970.741,516.804,523.837,726.68,2400.81,736.427,809.829,615.606,0.564828022
3433.4197,1856.73,508.086,555.773,499.358,829.57,504.351,874.601,525.17,605.972,972.189,516.831,524.033,727.485,2398.61,736.714,810.313,615.795,0.58001736
3434.4197,1857.63,508.789,555.443,499.552,830.682,504.754,876.827,526.038,604.926,972.669,517.098,523.759,729.564,2401.14,737.298,810.777,617.099,-0.44134211
3435.4197,1859.17,509.275,555.546,499.797,829.844,504.191,876.831,526.309,604.998,970.766,517.559,523.102,730.372,2406.43,737.526,810.79,618.296,1.025616909
3436.4197,1858.63,509.188,555.625,499.626,827.815,503.625,875.564,525.938,605.181,969.914,518.23,522.912,730.375,2408.3,737.242,810.519,618.59,0.169894065
3437.4197,1854.49,508.268,555.136,498.826,825.904,504.016,874.711,525.23,604.778,972.228,518.855,523.597,730.494,2403.75,736.563,810.131,617.929,0.873575481
3438.4197,1851.48,506.952,554.615,498.447,825.463,504.303,874.636,524.743,604.093,973.922,518.427,523.986,730.089,2400.32,736.085,809.486,616.778,1.216779371
3439.4197,1853.37,505.826,554.577,499.294,827.003,503.579,875.146,524.931,603.518,972.325,516.696,523.38,728.604,2402.15,736.192,808.6,616.155,1.922768025
3440.4197,1854.87,505.375,554.473,500.153,827.983,503.286,875.213,525.625,603.41,969.78,515.529,522.824,727.18,2401.05,736.589,807.982,616.296,1.702188995
3441.4197,1851.61,505.849,553.842,499.944,826.596,504.485,874.359,526.47,603.83,968.451,516.081,523.005,726.831,2393.79,736.869,808.087,616.514,1.685936364
3442.4197,1848.65,506.801,553.277,499.47,825.58,505.311,874.441,526.958,604.406,968.516,517.296,523.288,726.944,2391.7,736.615,809.09,616.548,-0.129318059
3443.4197,1850.22,507.675,553.352,499.555,826.838,504.335,876.617,526.726,604.916,969.465,518.135,523.182,726.908,2398.59,735.808,810.29,616.619,2.514342278
3444.4197,1852.84,507.995,554.004,500.018,827.304,503.051,878.703,525.91,605.383,969.953,518.15,522.816,727.053,2400.13,735.205,809.392,616.933,1.595646371
